ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
221,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,8,5,481,5.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,19,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
222,Adama Diomande,no NOR,FW,Toronto FC,32,1990,5,2,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,4,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,Matches
223,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,2,1,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Hamady Diop,sn SEN,DFMF,Charlotte,20,2002,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,7,3,314,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,13,7,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
Rk
226,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,9,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
227,Ronald Donkor,ml MLI,MFDF,NY Red Bulls,18,2004,3,0,47,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,5,0.00,1.91,1.91,0.00,1.91,0.00,0.28,0.28,0.00,0.28,Matches
228,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,18,4,390,4.3,1,1,2,1,0,0,1,0,1.4,1.4,1.1,2.4,5,9,27,0.23,0.23,0.46,0.23,0.46,0.31,0.25,0.56,0.31,0.56,Matches
229,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,19,10,1027,11.4,3,2,5,3,0,0,7,0,0.5,0.5,3.0,3.5,38,32,62,0.26,0.18,0.44,0.26,0.44,0.04,0.26,0.31,0.04,0.31,Matches
230,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Hassani Dotson,us USA,MFFW,Minnesota Utd,25,1997,34,29,2572,28.6,3,3,6,3,0,0,3,0,5.1,5.1,3.1,8.2,27,151,104,0.10,0.10,0.21,0.10,0.21,0.18,0.11,0.29,0.18,0.29,Matches
232,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,11,9,811,9.0,0,1,1,0,0,0,4,0,0.2,0.2,0.3,0.5,6,46,5,0.00,0.11,0.11,0.00,0.11,0.02,0.04,0.05,0.02,0.05,Matches
233,Sebastián Driussi,ar ARG,MFFW,Austin,26,1996,28,26,2306,25.6,11,4,15,9,2,2,1,0,10.3,8.8,3.9,12.7,71,134,135,0.43,0.16,0.59,0.35,0.51,0.40,0.15,0.56,0.34,0.50,Matches
234,Erik Duenas,us USA,MFDF,LAFC,18,2004,18,8,757,8.4,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,16,47,28,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.12,0.07,0.12,Matches
235,Bryce Duke,us USA,MF,Inter Miami,21,2001,7,4,439,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,29,16,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
236,Bryce Duke,us USA,MFFW,CF Montréal,21,2001,26,20,1465,16.3,2,1,3,2,0,0,2,0,1.7,1.7,2.8,4.5,38,80,84,0.12,0.06,0.18,0.12,0.18,0.10,0.17,0.28,0.10,0.28,Matches
237,Cameron Duke,us USA,DF,Sporting KC,21,2001,4,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
238,Cameron Dunbar,us USA,MFFW,Minnesota Utd,20,2002,3,1,113,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,3,10,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Matches
239,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,25,19,1848,20.5,0,2,2,0,0,0,11,0,0.8,0.8,3.2,4.0,56,50,85,0.00,0.10,0.10,0.00,0.10,0.04,0.15,0.19,0.04,0.19,Matches
240,Chris Durkin,us USA,MF,D.C. United,22,2000,31,24,1971,21.9,3,2,5,3,0,0,2,0,1.3,1.3,3.3,4.5,28,81,104,0.14,0.09,0.23,0.14,0.23,0.06,0.15,0.21,0.06,0.21,Matches
241,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,34,34,2963,32.9,10,2,12,9,1,1,3,0,9.5,8.7,3.4,12.1,35,93,142,0.30,0.06,0.36,0.27,0.33,0.29,0.10,0.39,0.26,0.37,Matches
242,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,23,22,1854,20.6,1,0,1,1,0,0,5,0,0.3,0.3,1.4,1.7,13,119,21,0.05,0.00,0.05,0.05,0.05,0.01,0.07,0.08,0.01,0.08,Matches
243,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
244,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,30,21,1871,20.8,2,3,5,2,0,0,8,0,1.1,1.1,2.4,3.4,56,66,124,0.10,0.14,0.24,0.10,0.24,0.05,0.11,0.17,0.05,0.17,Matches
245,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,32,31,2791,31.0,0,1,1,0,0,0,7,1,2.8,2.8,0.7,3.5,13,62,7,0.00,0.03,0.03,0.00,0.03,0.09,0.02,0.11,0.09,0.11,Matches
246,Herbert Endeley,us USA,MFFW,FC Dallas,21,2001,8,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,8,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
247,Emeka Eneli,us USA,DFMF,Real Salt Lake,23,1999,21,13,1324,14.7,0,0,0,0,0,0,5,0,0.2,0.2,1.1,1.2,28,68,37,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
248,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,30,7,1038,11.5,4,1,5,4,0,0,4,0,4.1,4.1,0.6,4.7,20,18,63,0.35,0.09,0.43,0.35,0.43,0.35,0.05,0.40,0.35,0.40,Matches
249,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,28,24,2223,24.7,2,0,2,2,0,0,11,0,1.6,1.6,0.7,2.3,37,61,120,0.08,0.00,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,Matches
250,Cristian Espinoza,ar ARG,FWMF,SJ Earthquakes,27,1995,34,34,3030,33.7,13,8,21,9,4,4,6,0,7.9,4.7,13.3,18.1,137,127,351,0.39,0.24,0.62,0.27,0.50,0.23,0.40,0.63,0.14,0.54,Matches
Rk
251,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,22,7,728,8.1,0,2,2,0,0,0,3,0,0.6,0.6,1.4,2.0,17,54,39,0.00,0.25,0.25,0.00,0.25,0.08,0.18,0.25,0.08,0.25,Matches
252,Derrick Etienne,ht HAI,FWMF,Atlanta Utd,26,1996,21,11,1042,11.6,0,1,1,0,0,0,1,0,1.4,1.4,1.4,2.8,41,38,109,0.00,0.09,0.09,0.00,0.09,0.12,0.12,0.24,0.12,0.24,Matches
253,Evander,br BRA,MFFW,Portland Timbers,24,1998,27,25,2208,24.5,9,4,13,8,1,1,5,0,7.0,6.2,3.5,9.7,68,156,123,0.37,0.16,0.53,0.33,0.49,0.28,0.14,0.43,0.25,0.40,Matches
254,Diego Fagúndez,uy URU,FWMF,Austin,27,1995,19,14,1022,11.4,2,1,3,2,0,0,1,0,1.4,1.4,1.3,2.8,18,42,84,0.18,0.09,0.26,0.18,0.26,0.13,0.12,0.24,0.13,0.24,Matches
255,Diego Fagúndez,uy URU,FWMF,LA Galaxy,27,1995,11,6,576,6.4,1,1,2,1,0,0,0,0,0.3,0.3,1.2,1.5,11,21,51,0.16,0.16,0.31,0.16,0.31,0.05,0.19,0.24,0.05,0.24,Matches
256,José Fajardo,pa PAN,FWMF,D.C. United,29,1993,7,3,245,2.7,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.1,4,8,10,0.00,0.00,0.00,0.00,0.00,0.27,0.13,0.40,0.27,0.40,Matches
257,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
258,Marco Farfan,us USA,DF,FC Dallas,24,1998,32,31,2683,29.8,1,3,4,1,0,0,5,0,0.8,0.8,1.8,2.6,44,80,117,0.03,0.10,0.13,0.03,0.13,0.03,0.06,0.09,0.03,0.09,Matches
259,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
260,Facundo Farías,ar ARG,FWMF,Inter Miami,20,2002,11,9,836,9.3,3,1,4,3,0,0,4,0,1.7,1.7,1.6,3.3,33,46,47,0.32,0.11,0.43,0.32,0.43,0.18,0.17,0.35,0.18,0.35,Matches
261,Andrew Farrell,us USA,DF,NE Revolution,30,1992,23,21,1931,21.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,68,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
262,Mohamed Farsi,dz ALG,DFMF,Columbus Crew,23,1999,31,23,2159,24.0,0,4,4,0,0,0,1,0,1.0,1.0,2.7,3.7,84,91,237,0.00,0.17,0.17,0.00,0.17,0.04,0.11,0.15,0.04,0.15,Matches
263,Felipe,br BRA,MF,Orlando City,32,1990,16,6,566,6.3,0,0,0,0,0,0,4,0,0.8,0.8,0.2,0.9,5,48,5,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Matches
264,Julián Fernández,ar ARG,FWMF,NYCFC,19,2004,9,2,323,3.6,2,0,2,2,0,0,1,0,1.1,1.1,0.7,1.8,15,30,48,0.56,0.00,0.56,0.56,0.56,0.30,0.21,0.51,0.30,0.51,Matches
265,Omir Fernandez,us USA,MFFW,NY Red Bulls,23,1999,30,22,1745,19.4,6,3,9,4,2,2,2,0,5.8,4.2,2.4,6.6,39,46,105,0.31,0.15,0.46,0.21,0.36,0.30,0.12,0.42,0.22,0.34,Matches
266,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,27,25,2264,25.2,12,4,16,11,1,1,2,0,9.6,8.8,5.5,14.2,38,103,140,0.48,0.16,0.64,0.44,0.60,0.38,0.22,0.60,0.35,0.57,Matches
267,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,11,2,302,3.4,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,1,4,25,0.00,0.00,0.00,0.00,0.00,0.25,0.06,0.31,0.25,0.31,Matches
268,Ethan Finlay,us USA,FWMF,Austin,32,1990,34,20,1694,18.8,5,3,8,5,0,0,2,0,4.0,4.0,1.8,5.8,24,36,148,0.27,0.16,0.43,0.27,0.43,0.21,0.10,0.31,0.21,0.31,Matches
269,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,1,0,4,0.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0,0,0,22.50,0.00,22.50,22.50,22.50,2.80,0.84,3.64,2.80,3.64,Matches
270,Leon Flach,us USA,MF,Philadelphia Union,21,2001,25,21,1794,19.9,1,1,2,1,0,0,5,0,0.5,0.5,0.7,1.3,6,45,27,0.05,0.05,0.10,0.05,0.10,0.03,0.04,0.06,0.03,0.06,Matches
271,Kristian Fletcher,us USA,FWMF,D.C. United,17,2005,10,1,133,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,6,2,19,0.00,0.68,0.68,0.00,0.68,0.08,0.11,0.19,0.08,0.19,Matches
272,Danny Flores,us USA,MF,Sporting KC,20,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
273,CJ Fodrey,us USA,DFFW,Austin,18,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52,Matches
274,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,16,5,566,6.3,1,2,3,1,0,0,2,0,1.5,1.5,0.9,2.4,6,17,41,0.16,0.32,0.48,0.16,0.48,0.24,0.15,0.38,0.24,0.38,Matches
275,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,28,27,2392,26.6,0,0,0,0,0,0,4,1,0.7,0.7,0.3,1.0,14,127,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
Rk
276,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,14,3,374,4.2,0,1,1,0,0,0,3,0,0.7,0.7,0.1,0.9,5,14,8,0.00,0.24,0.24,0.00,0.24,0.18,0.03,0.21,0.18,0.21,Matches
277,Taxiarchis Fountas,gr GRE,FWMF,D.C. United,27,1995,17,12,1099,12.2,6,0,6,5,1,1,3,0,5.6,4.8,0.6,5.4,32,40,79,0.49,0.00,0.49,0.41,0.41,0.46,0.05,0.51,0.39,0.44,Matches
278,Franco Fragapane,ar ARG,MFFW,Minnesota Utd,29,1993,24,14,1330,14.8,1,2,3,1,0,0,2,0,2.5,2.5,2.6,5.1,30,70,114,0.07,0.14,0.20,0.07,0.20,0.17,0.18,0.34,0.17,0.34,Matches
279,Iván Franco,py PAR,FWMF,Houston Dynamo,22,2000,26,11,1065,11.8,3,1,4,3,0,0,3,0,3.4,3.4,0.9,4.3,25,32,80,0.25,0.08,0.34,0.25,0.34,0.29,0.08,0.37,0.29,0.37,Matches
280,Kobe Franklin,ca CAN,DFMF,Toronto FC,19,2003,27,23,2172,24.1,0,1,1,0,0,0,2,0,0.5,0.5,1.2,1.7,35,102,79,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches
281,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,7,4,369,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,14,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
282,Ian Fray,us USA,DFMF,Inter Miami,20,2002,11,7,655,7.3,1,0,1,1,0,0,4,0,0.2,0.2,0.2,0.4,18,54,7,0.14,0.00,0.14,0.14,0.14,0.03,0.02,0.05,0.03,0.05,Matches
283,Alexander Freeman,us USA,DF,Orlando City,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Matt Freese,us USA,GK,NYCFC,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
286,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,28,15,1248,13.9,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,10,41,40,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
287,Julian Gaines,us USA,DF,LAFC,20,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288,McKinze Gaines,us USA,FWMF,Charlotte,24,1998,18,8,738,8.2,1,1,2,1,0,0,3,0,0.5,0.5,1.7,2.1,28,19,67,0.12,0.12,0.24,0.12,0.24,0.06,0.20,0.26,0.06,0.26,Matches
289,Jon Gallagher,ie IRL,DFMF,Austin,26,1996,34,31,2788,31.0,5,4,9,5,0,0,4,0,2.5,2.5,4.5,6.9,95,112,215,0.16,0.13,0.29,0.16,0.29,0.08,0.14,0.22,0.08,0.22,Matches
290,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Braian Galván,ar ARG,FWDF,Colorado Rapids,22,2000,20,6,664,7.4,1,0,1,0,1,1,1,2,1.1,0.3,0.6,0.9,18,41,52,0.14,0.00,0.14,0.00,0.00,0.15,0.08,0.23,0.04,0.12,Matches
292,Mender García,co COL,FWMF,Minnesota Utd,24,1998,30,13,1029,11.4,3,1,4,3,0,0,0,0,4.3,4.3,3.1,7.3,13,17,67,0.26,0.09,0.35,0.26,0.35,0.37,0.27,0.64,0.37,0.64,Matches
293,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,5,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
294,Ryan Gauld,sct SCO,FWMF,Vancouver W'caps,27,1995,32,30,2632,29.2,11,12,23,5,6,8,5,0,14.0,7.7,10.0,17.7,77,203,200,0.38,0.41,0.79,0.17,0.58,0.48,0.34,0.82,0.26,0.60,Matches
295,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
296,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,32,30,2730,30.3,14,6,20,3,11,11,5,0,13.6,4.9,4.9,9.8,39,150,154,0.46,0.20,0.66,0.10,0.30,0.45,0.16,0.61,0.16,0.32,Matches
297,Geovane,br BRA,DF,FC Dallas,21,2001,19,11,987,11.0,0,2,2,0,0,0,5,0,0.4,0.4,1.1,1.5,19,26,50,0.00,0.18,0.18,0.00,0.18,0.04,0.10,0.14,0.04,0.14,Matches
298,Alex Gersbach,au AUS,DFMF,Colorado Rapids,25,1997,3,3,261,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,8,10,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
299,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,27,21,1781,19.8,17,0,17,17,0,0,7,0,12.6,12.6,1.6,14.2,10,20,105,0.86,0.00,0.86,0.86,0.86,0.63,0.08,0.71,0.63,0.71,Matches
300,Carles Gil,es ESP,MF,NE Revolution,30,1992,32,29,2620,29.1,11,8,19,9,2,2,4,0,7.6,6.0,8.9,14.9,140,302,172,0.38,0.27,0.65,0.31,0.58,0.26,0.31,0.57,0.21,0.51,Matches
Rk
301,Nacho Gil,es ESP,FWDF,NE Revolution,27,1995,9,8,526,5.8,0,2,2,0,0,0,2,0,0.2,0.2,0.7,0.9,21,19,40,0.00,0.34,0.34,0.00,0.34,0.03,0.12,0.15,0.03,0.15,Matches
302,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,31,27,2200,24.4,1,1,2,1,0,0,10,1,1.6,1.6,1.3,2.9,20,99,18,0.04,0.04,0.08,0.04,0.08,0.06,0.05,0.12,0.06,0.12,Matches
303,Nicholas Gioacchini,us USA,FWMF,St. Louis,22,2000,32,24,2095,23.3,10,1,11,9,1,1,2,0,7.5,6.7,2.7,9.4,24,46,144,0.43,0.04,0.47,0.39,0.43,0.32,0.12,0.44,0.29,0.40,Matches
304,Justen Glad,us USA,DF,Real Salt Lake,25,1997,32,31,2714,30.2,5,0,5,5,0,0,7,1,2.3,2.3,0.2,2.5,11,99,1,0.17,0.00,0.17,0.17,0.17,0.08,0.01,0.08,0.08,0.08,Matches
305,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31,31,2790,31.0,2,0,2,2,0,0,6,0,1.2,1.2,0.5,1.7,34,113,3,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,Matches
306,Caden Glover,us USA,MF,St. Louis,15,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
307,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,23,19,1664,18.5,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,16,101,20,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
308,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,33,32,2887,32.1,2,0,2,2,0,0,6,0,1.6,1.6,0.6,2.1,16,116,10,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches
309,Carlos Gómez,co COL,MFFW,Real Salt Lake,20,2002,30,15,1399,15.5,1,5,6,1,0,0,2,0,2.6,2.6,3.8,6.4,64,48,162,0.06,0.32,0.39,0.06,0.39,0.17,0.24,0.41,0.17,0.41,Matches
310,Diego Gómez,py PAR,MFFW,Inter Miami,19,2003,5,5,416,4.6,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,7,13,15,0.22,0.00,0.22,0.22,0.22,0.16,0.22,0.38,0.16,0.38,Matches
311,Gaston Gonzalez,ar ARG,FWDF,Orlando City,21,2001,18,7,720,8.0,0,2,2,0,0,0,0,0,0.4,0.4,0.6,1.0,27,10,65,0.00,0.25,0.25,0.00,0.25,0.05,0.08,0.12,0.05,0.12,Matches
312,Mario González,es ESP,FW,LAFC,26,1996,8,5,386,4.3,1,1,2,1,0,0,0,0,2.5,2.5,1.1,3.6,2,3,20,0.23,0.23,0.47,0.23,0.47,0.59,0.25,0.84,0.59,0.84,Matches
313,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,15,9,864,9.6,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.3,0,17,0,0.10,0.00,0.10,0.10,0.10,0.03,0.00,0.03,0.03,0.03,Matches
314,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Alejandro Granados,es ESP,FW,Orlando City,16,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.12,0.00,2.12,2.12,2.12,Matches
316,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,28,24,2044,22.7,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,32,91,32,0.00,0.04,0.04,0.00,0.04,0.01,0.01,0.02,0.01,0.02,Matches
317,Jacob Greene,us USA,DF,D.C. United,19,2003,11,5,482,5.4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,10,19,0.19,0.00,0.19,0.19,0.19,0.05,0.03,0.08,0.05,0.08,Matches
318,Gregore,br BRA,MF,Inter Miami,28,1994,5,5,385,4.3,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.2,8,27,3,0.00,0.23,0.23,0.00,0.23,0.06,0.22,0.28,0.06,0.28,Matches
319,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,15,1,223,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,31,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
320,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,12,10,904,10.0,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.5,14,74,8,0.10,0.00,0.10,0.10,0.10,0.05,0.09,0.15,0.05,0.15,Matches
321,Julian Gressel,us USA,DFMF,Columbus Crew,29,1993,11,9,740,8.2,1,1,2,1,0,0,0,0,1.2,1.2,2.5,3.8,25,43,85,0.12,0.12,0.24,0.12,0.24,0.15,0.31,0.46,0.15,0.46,Matches
322,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,18,16,1357,15.1,3,5,8,3,0,0,2,0,2.6,2.6,6.1,8.7,32,101,92,0.20,0.33,0.53,0.20,0.53,0.17,0.40,0.58,0.17,0.58,Matches
323,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
324,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,28,25,2152,23.9,0,2,2,0,0,1,9,0,1.2,0.4,0.8,1.2,6,90,10,0.00,0.08,0.08,0.00,0.08,0.05,0.03,0.08,0.02,0.05,Matches
325,Brian Gutiérrez,us USA,FWMF,Chicago Fire,19,2003,32,28,2388,26.5,2,6,8,2,0,0,2,0,4.1,4.1,4.5,8.6,57,159,145,0.08,0.23,0.30,0.08,0.30,0.15,0.17,0.33,0.15,0.33,Matches
Rk
326,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,6,4,244,2.7,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,4,3,12,0.00,0.37,0.37,0.00,0.37,0.01,0.12,0.12,0.01,0.12,Matches
327,Diego Gutierrez,us USA,FWMF,Portland Timbers,23,1999,9,3,246,2.7,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,8,5,18,0.00,0.37,0.37,0.00,0.37,0.02,0.06,0.07,0.02,0.07,Matches
328,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,8,4,293,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,4,16,8,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,Matches
329,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,18,16,1385,15.4,3,2,5,3,0,0,3,1,1.7,1.7,2.1,3.7,27,83,64,0.19,0.13,0.32,0.19,0.32,0.11,0.14,0.24,0.11,0.24,Matches
330,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,12,12,1008,11.2,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,27,33,41,0.09,0.00,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,Matches
