ranker,player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
740,Kyle Smith,us USA,DF,Orlando City,31,1992,16.6,35,20,26,6,3,20,43,46.5,23,11,2,9,16,51,45,0,Matches
741,Jan Sobociński,pl POL,DF,Charlotte,23,1999,7.2,15,11,8,7,0,7,15,46.7,8,8,5,3,7,22,26,1,Matches
742,Santiago Sosa,ar ARG,MF,Atlanta Utd,23,1999,10.2,24,17,10,12,2,14,23,60.9,9,10,4,6,18,42,21,1,Matches
743,Arnaud Souquet,fr FRA,DF,Chicago Fire,30,1992,20.3,34,24,20,9,5,16,37,43.2,21,20,7,13,22,56,43,0,Matches
744,Ryan Spaulding,us USA,DF,NE Revolution,24,1998,6.9,5,3,2,2,1,2,3,66.7,1,9,0,9,5,10,17,0,Matches
745,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25,1997,30.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0,Matches
746,Mason Stajduhar,us USA,GK,Orlando City,25,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
747,Nicolás Stefanelli,ar ARG,FWMF,Inter Miami,28,1994,14.8,20,14,6,10,4,10,32,31.3,22,13,1,12,11,31,2,0,Matches
748,Lazar Stefanovic,ca CAN,DF,Toronto FC,16,2006,0.9,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,8,1,Matches
749,Daniel Steres,us USA,DF,Houston Dynamo,32,1990,20.7,38,26,24,14,0,20,31,64.5,11,30,9,21,17,55,59,0,Matches
750,Benjamin Stitz,us USA,FW,FC Cincinnati,22,2000,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Rk
751,Jared Stroud,us USA,MFFW,St. Louis,26,1996,21.9,44,25,18,17,9,18,69,26.1,51,29,1,28,14,58,15,1,Matches
752,Peter Stroud,us USA,MF,NY Red Bulls,20,2002,11.3,30,24,8,22,0,16,28,57.1,12,17,2,15,21,51,3,0,Matches
753,Brad Stuver,us USA,GK,Austin,31,1991,34.0,2,1,2,0,0,0,0,,0,0,0,0,0,2,12,3,Matches
754,Yekeson Subah,lr LBR,FW,LAFC,18,2004,0.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
755,Quinn Sullivan,us USA,FWMF,Philadelphia Union,18,2004,7.7,7,5,1,6,0,2,9,22.2,7,8,0,8,6,13,4,0,Matches
756,Lawson Sunderland,us USA,MFFW,Inter Miami,21,2001,0.7,4,2,0,3,1,1,2,50.0,1,0,0,0,0,4,2,0,Matches
757,Sam Surridge,eng ENG,FW,Nashville SC,24,1998,5.5,3,3,1,2,0,0,2,0.0,2,1,0,1,0,3,8,0,Matches
758,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,31,1991,15.0,9,5,8,1,0,6,12,50.0,6,17,8,9,11,20,58,0,Matches
759,Ben Sweat,us USA,DF,NE Revolution,31,1991,3.7,5,5,4,1,0,2,5,40.0,3,4,0,4,4,9,10,0,Matches
760,Ben Sweat,us USA,DF,Sporting KC,31,1991,3.5,2,2,1,1,0,0,4,0.0,4,2,0,2,5,7,11,0,Matches
761,Karol Świderski,pl POL,FWMF,Charlotte,26,1997,26.8,16,10,1,8,7,9,28,32.1,19,25,3,22,6,22,14,0,Matches
762,Nkosi Tafari,us USA,DF,FC Dallas,25,1997,27.7,25,11,20,5,0,18,24,75.0,6,32,22,10,24,49,122,1,Matches
763,Ismael Tajouri-Shradi,ly LBY,FW,Minnesota Utd,28,1994,3.9,5,3,3,1,1,1,7,14.3,6,3,0,3,0,5,2,0,Matches
764,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,26,1996,33.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,9,2,Matches
765,Miguel Tapias,mx MEX,DF,Minnesota Utd,26,1997,31.8,41,31,35,6,0,27,44,61.4,17,39,30,9,37,78,160,0,Matches
766,Andrew Tarbell,us USA,GK,Houston Dynamo,29,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
767,Sidnei Tavares,pt POR,MF,Colorado Rapids,21,2001,3.3,2,0,1,0,1,1,5,20.0,4,2,0,2,1,3,0,0,Matches
768,D.J. Taylor,us USA,DF,Minnesota Utd,25,1997,27.9,66,46,40,21,5,38,63,60.3,25,25,13,12,31,97,86,0,Matches
769,Robert Taylor,fi FIN,FWDF,Inter Miami,28,1994,16.2,17,10,10,5,2,10,17,58.8,7,14,3,11,19,36,7,1,Matches
770,Russell Teibert,ca CAN,MF,Vancouver W'caps,30,1992,1.7,1,0,0,1,0,0,2,0.0,2,3,0,3,1,2,1,0,Matches
771,Carlos Terán,co COL,DF,Chicago Fire,22,2000,17.5,28,16,22,6,0,14,18,77.8,4,21,11,10,21,49,69,0,Matches
772,Dylan Teves,us USA,FW,Seattle Sounders,22,2000,4.3,3,3,1,0,2,1,7,14.3,6,5,1,4,1,4,0,0,Matches
773,Thiago,br BRA,FWMF,NYCFC,22,2000,1.5,4,2,3,1,0,0,1,0.0,1,2,1,1,0,4,1,0,Matches
774,Jamal Thiaré,sn SEN,FW,Atlanta Utd,29,1993,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
775,Erik Thommy,de GER,MFFW,Sporting KC,28,1994,28.7,44,27,13,20,11,21,50,42.0,29,43,6,37,24,68,11,1,Matches
Rk
776,Kosi Thompson,ca CAN,MFFW,Toronto FC,20,2003,6.5,12,6,7,3,2,3,7,42.9,4,13,3,10,11,23,11,0,Matches
777,Tommy Thompson,us USA,MFDF,SJ Earthquakes,27,1995,3.9,7,6,5,1,1,4,9,44.4,5,2,0,2,2,9,11,0,Matches
778,Timmy Tillman,de GER,MF,LAFC,24,1999,18.3,41,25,15,22,4,19,52,36.5,33,27,2,25,17,58,12,0,Matches
779,John Tolkin,us USA,DF,NY Red Bulls,20,2002,26.4,54,34,34,16,4,35,53,66.0,18,26,4,22,26,80,44,0,Matches
780,Nouhou Tolo,cm CMR,DF,Seattle Sounders,25,1997,22.8,50,41,35,13,2,36,52,69.2,16,26,6,20,21,71,77,0,Matches
781,Facundo Torres,uy URU,FWMF,Orlando City,22,2000,26.3,15,10,6,4,5,7,27,25.9,20,14,0,14,9,24,5,1,Matches
782,Jairo Torres,mx MEX,MFFW,Chicago Fire,22,2000,8.5,7,4,4,1,2,3,15,20.0,12,5,0,5,6,13,10,1,Matches
783,Joaquín Torres,ar ARG,MFFW,Philadelphia Union,26,1997,3.9,4,4,1,1,2,1,2,50.0,1,3,0,3,2,6,0,0,Matches
784,Mason Toye,us USA,FW,CF Montréal,24,1998,7.5,2,1,0,1,1,1,1,100.0,0,3,0,3,2,4,3,0,Matches
785,Wil Trapp,us USA,MF,Minnesota Utd,30,1993,26.9,56,38,27,23,6,21,72,29.2,51,28,7,21,30,86,32,1,Matches
786,Miguel Trauco,pe PER,DF,SJ Earthquakes,30,1992,22.3,32,28,18,10,4,16,40,40.0,24,13,3,10,21,53,33,0,Matches
787,Niko Tsakiris,us USA,MF,SJ Earthquakes,17,2005,6.8,16,8,5,8,3,8,12,66.7,4,4,1,3,4,20,5,0,Matches
788,Bill Tuiloma,nz NZL,DF,Charlotte,27,1995,15.0,9,2,5,4,0,5,10,50.0,5,16,9,7,21,30,59,1,Matches
789,Stephen Turnbull,us USA,DFMF,NYCFC,24,1998,5.4,11,7,7,4,0,9,16,56.3,7,9,3,6,4,15,10,0,Matches
790,Ema Twumasi,gh GHA,DF,FC Dallas,25,1997,17.5,21,12,8,12,1,8,20,40.0,12,18,3,15,11,32,38,0,Matches
791,Marinos Tzionis,cy CYP,FWMF,Sporting KC,21,2001,8.1,21,11,4,11,6,8,21,38.1,13,12,2,10,3,24,4,0,Matches
792,Mikael Uhre,dk DEN,FW,Philadelphia Union,28,1994,23.8,23,13,3,15,5,6,20,30.0,14,17,0,17,9,32,19,0,Matches
793,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,22,2000,5.3,1,1,0,1,0,0,6,0.0,6,1,0,1,2,3,4,0,Matches
794,Victor Ulloa,us USA,MF,Inter Miami,30,1992,1.8,6,3,4,2,0,4,11,36.4,7,1,1,0,2,8,2,0,Matches
795,Jere Uronen,fi FIN,DF,Charlotte,28,1994,6.8,8,5,3,4,1,2,7,28.6,5,8,4,4,9,17,12,0,Matches
796,Maximiliano Urruti,ar ARG,FW,Austin,31,1991,10.8,16,9,4,8,4,9,23,39.1,14,5,2,3,4,20,1,0,Matches
797,Júnior Urso,br BRA,MFFW,Orlando City,33,1989,2.8,5,3,2,3,0,3,5,60.0,2,2,0,2,2,7,5,0,Matches
798,Leo Väisänen,fi FIN,DF,Austin,25,1997,19.6,18,7,13,5,0,12,23,52.2,11,28,24,4,22,40,70,1,Matches
799,Jhojan Valencia,co COL,MF,Austin,26,1996,15.9,43,27,20,22,1,18,32,56.3,14,25,9,16,30,73,19,1,Matches
800,Zarek Valentin,pr PUR,DF,Minnesota Utd,31,1991,14.7,16,9,11,5,0,8,19,42.1,11,16,7,9,13,29,35,0,Matches
Rk
801,Gerardo Valenzuela,us USA,MF,FC Cincinnati,18,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
802,Gustavo Vallecilla,ec ECU,DF,Columbus Crew,23,1999,9.4,17,12,11,6,0,10,22,45.5,12,12,5,7,10,27,16,0,Matches
803,Dante Vanzeir,be BEL,FWMF,NY Red Bulls,24,1998,8.3,5,3,0,2,3,2,11,18.2,9,3,1,2,3,8,5,0,Matches
804,Kerwin Vargas,co COL,FWMF,Charlotte,21,2002,16.5,8,7,2,3,3,2,14,14.3,12,18,0,18,20,28,14,0,Matches
805,Marlon Vargas,sv SLV,MF,Colorado Rapids,22,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
806,Obed Vargas,mx MEX,MF,Seattle Sounders,17,2005,14.7,36,22,14,17,5,16,36,44.4,20,18,3,15,17,53,12,0,Matches
807,Indiana Vassilev,us USA,MF,St. Louis,21,2001,23.5,46,27,21,22,3,27,65,41.5,38,29,4,25,10,56,8,1,Matches
808,Brandon Vazquez,us USA,FW,FC Cincinnati,24,1998,26.4,12,10,5,4,3,8,30,26.7,22,31,3,28,4,16,14,0,Matches
809,Víctor Vázquez,es ESP,MFFW,Toronto FC,36,1987,2.7,3,2,2,1,0,0,0,,0,1,1,0,2,5,2,1,Matches
810,Carlos Vela,mx MEX,FW,LAFC,33,1989,23.0,10,6,1,6,3,6,22,27.3,16,12,0,12,5,15,6,0,Matches
811,Alan Velasco,ar ARG,FWMF,FC Dallas,20,2002,25.1,45,29,25,13,7,19,60,31.7,41,23,0,23,20,65,14,0,Matches
812,Brayan Vera,co COL,DF,Real Salt Lake,24,1999,22.7,41,28,28,10,3,22,41,53.7,19,36,13,23,25,66,79,1,Matches
813,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,23,1999,31.4,29,22,23,5,1,21,33,63.6,12,36,27,9,33,62,155,3,Matches
814,Jules-Anthony Vilsaint,ca CAN,FW,CF Montréal,20,2003,4.6,5,3,0,1,4,1,3,33.3,2,4,0,4,1,6,2,0,Matches
815,Pedro Vite,ec ECU,MFFW,Vancouver W'caps,20,2002,23.9,42,28,14,22,6,11,44,25.0,33,37,0,37,26,68,6,0,Matches
816,Gino Vivi,cr CRC,MFDF,LA Galaxy,22,2000,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,0,0,Matches
817,Robert Voloder,ba BIH,DF,Sporting KC,21,2001,11.4,18,5,13,2,3,9,18,50.0,9,13,5,8,21,39,33,2,Matches
818,Giacomo Vrioni,al ALB,FW,NE Revolution,24,1998,14.6,7,5,1,5,1,2,16,12.5,14,8,3,5,4,11,12,0,Matches
819,Kai Wagner,de GER,DF,Philadelphia Union,25,1997,27.1,60,39,31,23,6,36,63,57.1,27,47,17,30,46,106,30,0,Matches
820,Rémi Walter,fr FRA,MF,Sporting KC,27,1995,30.4,33,26,8,18,7,15,48,31.3,33,20,8,12,34,67,31,1,Matches
821,Victor Wanyama,ke KEN,MF,CF Montréal,31,1991,19.9,31,16,13,17,1,9,31,29.0,22,12,2,10,23,54,24,1,Matches
822,Taylor Washington,us USA,DFMF,Nashville SC,29,1993,5.4,10,5,7,3,0,5,7,71.4,2,5,2,3,10,20,16,0,Matches
823,Joel Waterman,ca CAN,DF,CF Montréal,27,1996,26.4,32,19,18,12,2,20,34,58.8,14,52,33,19,31,63,87,0,Matches
824,Akil Watts,us USA,DFMF,St. Louis,22,2000,9.8,31,18,18,9,4,14,29,48.3,15,8,2,6,14,45,26,0,Matches
825,Quentin Westberg,us USA,GK,Atlanta Utd,36,1986,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Rk
826,Ashley Westwood,eng ENG,MF,Charlotte,32,1990,28.1,15,9,5,8,2,8,23,34.8,15,16,6,10,10,25,18,1,Matches
827,Brian White,us USA,FW,Vancouver W'caps,26,1996,28.2,21,11,1,13,7,5,16,31.3,11,22,4,18,4,25,24,0,Matches
828,Caleb Wiley,us USA,DFFW,Atlanta Utd,18,2004,25.9,41,26,23,10,8,26,49,53.1,23,26,6,20,29,70,35,0,Matches
829,Derrick Williams,ie IRL,DF,D.C. United,30,1993,20.5,20,11,13,6,1,12,21,57.1,9,23,16,7,25,45,74,1,Matches
830,Eryk Williamson,us USA,MF,Portland Timbers,25,1997,5.9,11,7,4,7,0,2,7,28.6,5,8,0,8,4,15,2,0,Matches
831,Joe Willis,us USA,GK,Nashville SC,34,1988,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
832,Danny Wilson,sct SCO,DF,Colorado Rapids,31,1991,25.7,24,9,14,9,1,8,25,32.0,17,42,26,16,21,45,107,1,Matches
833,Owen Wolff,us USA,MF,Austin,18,2004,20.9,27,12,15,11,1,15,39,38.5,24,23,6,17,23,50,21,1,Matches
834,Tyler Wolff,us USA,FWMF,Atlanta Utd,19,2003,7.2,19,9,7,11,1,8,23,34.8,15,9,2,7,4,23,3,0,Matches
835,Bobby Wood,us USA,FW,NE Revolution,30,1992,16.5,9,5,1,6,2,5,12,41.7,7,7,3,4,3,12,13,0,Matches
836,Karifa Yao,ca CAN,MF,Vancouver W'caps,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
837,Darren Yapi,us USA,FWMF,Colorado Rapids,18,2004,9.9,11,10,3,6,2,3,11,27.3,8,4,1,3,2,13,11,0,Matches
838,William Yarbrough,us USA,GK,Colorado Rapids,33,1989,20.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,1,Matches
839,Joshua Yaro,gh GHA,DF,St. Louis,28,1994,10.1,23,17,16,5,2,10,12,83.3,2,13,6,7,18,41,48,0,Matches
840,Dru Yearwood,eng ENG,MF,NY Red Bulls,22,2000,9.2,20,13,8,9,3,5,13,38.5,8,8,1,7,17,37,3,1,Matches
841,Yaw Yeboah,gh GHA,DFMF,Columbus Crew,25,1997,22.0,31,21,11,16,4,19,54,35.2,35,23,1,22,20,51,5,0,Matches
842,DeAndre Yedlin,us USA,DF,Inter Miami,29,1993,25.8,40,22,21,14,5,22,47,46.8,25,34,8,26,31,71,50,0,Matches
843,Maya Yoshida,jp JPN,DF,LA Galaxy,34,1988,12.0,10,9,6,3,1,4,10,40.0,6,16,10,6,26,36,50,0,Matches
844,Jackson Yueill,us USA,MF,SJ Earthquakes,25,1997,30.2,40,23,13,18,9,18,46,39.1,28,21,4,17,32,72,29,0,Matches
845,Gyasi Zardes,us USA,FW,Austin,31,1991,16.3,13,8,3,8,2,8,17,47.1,9,8,1,7,1,14,16,0,Matches
846,Eriq Zavaleta,sv SLV,DF,LA Galaxy,30,1992,5.4,4,4,3,1,0,3,8,37.5,5,2,2,0,5,9,16,0,Matches
847,Sean Zawadzki,us USA,DFMF,Columbus Crew,22,2000,17.5,33,21,12,15,6,15,23,65.2,8,22,6,16,35,68,34,1,Matches
848,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,30,1992,18.9,21,9,6,12,3,6,27,22.2,21,10,0,10,7,28,8,0,Matches
849,Walker Zimmerman,us USA,DF,Nashville SC,29,1993,20.5,31,19,23,7,1,12,24,50.0,12,31,19,12,32,63,100,0,Matches
850,Rida Zouhir,ca CAN,MFFW,CF Montréal,19,2003,2.5,5,3,1,2,2,1,3,33.3,2,1,0,1,2,7,2,0,Matches
Rk
851,Ethan Zubak,us USA,FW,Nashville SC,24,1998,1.6,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,5,0,Matches
852,Dario Župarić,ba BIH,DF,Portland Timbers,30,1992,31.0,34,24,25,6,3,20,32,62.5,12,35,17,18,41,75,104,0,Matches
853,Graham Zusi,us USA,DF,Sporting KC,36,1986,9.6,19,14,11,6,2,14,22,63.6,8,12,4,8,11,30,25,0,Matches
854,Nökkvi Þórisson,is ISL,FWMF,St. Louis,23,1999,3.0,8,1,4,3,1,2,6,33.3,4,7,0,7,3,11,2,0,Matches
855,Róbert Þorkelsson,is ISL,DF,CF Montréal,20,2002,2.5,7,5,7,0,0,3,7,42.9,4,5,0,5,3,10,4,0,Matches
