ranker,player,nationality,position,team,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,matches
389,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,405,383,20,15,0,1,0,5,0,0,0,0,372,2,0,Matches
390,Hosei Kijima,jp JPN,MFFW,St. Louis,21,2002,8.7,235,232,3,1,1,0,9,0,0,0,0,0,173,0,7,Matches
391,Benjamin Kikanovic,us USA,FWDF,SJ Earthquakes,24,2000,13.9,486,414,70,7,2,3,28,63,0,0,0,0,347,2,18,Matches
392,Sota Kitahara,us USA,DFMF,Seattle Sounders,21,2003,1.6,65,50,15,2,0,1,3,13,0,0,0,0,48,0,1,Matches
393,Klauss,br BRA,FW,St. Louis,26,1997,21.8,547,509,35,2,5,1,16,9,1,0,0,0,364,3,29,Matches
394,John Klein,us USA,FWMF,St. Louis,24,1999,6.1,206,195,8,0,3,0,10,4,0,0,0,0,153,3,10,Matches
395,Mateusz Klich,pl POL,MF,D.C. United,33,1990,29.6,1671,1327,333,113,7,6,216,22,142,56,60,10,1290,11,26,Matches
396,Jeorgio Kocevski,us USA,MFFW,Orlando City,21,2002,1.7,110,108,1,1,0,1,2,0,0,0,0,0,86,1,3,Matches
397,Žan Kolmanič,si SVN,DFFW,Austin,23,2000,6.0,346,259,84,15,0,5,46,53,16,10,5,0,261,3,8,Matches
398,Georgios Koutsias,gr GRE,FWMF,Chicago Fire,19,2004,9.0,162,153,8,0,0,1,3,1,1,0,0,0,115,1,6,Matches
399,Sebastian Kowalczyk,pl POL,FWMF,Houston Dynamo,25,1998,23.9,886,816,60,10,6,2,31,4,17,6,8,0,734,10,10,Matches
400,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,5.2,128,123,4,0,0,0,1,0,0,0,0,0,104,1,2,Matches
Rk
401,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,15.4,1022,1000,22,18,0,5,0,3,0,0,0,0,945,0,6,Matches
402,Theodore Ku-Dipietro,us USA,MFFW,D.C. United,22,2002,20.7,454,449,2,0,3,2,18,0,0,0,0,0,294,3,22,Matches
403,Yuya Kubo,jp JPN,FWDF,FC Cincinnati,30,1993,26.6,940,854,82,12,3,5,15,61,7,4,0,0,768,4,37,Matches
404,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,21.7,1260,1114,142,29,2,4,25,111,0,0,0,0,1061,4,12,Matches
405,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,7.8,186,180,5,0,1,1,15,4,1,0,0,0,137,1,14,Matches
406,Lassi Lappalainen,fi FIN,DFMF,CF Montréal,25,1998,3.7,170,150,19,1,0,0,12,18,0,0,0,0,133,1,7,Matches
407,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,24.4,1148,1096,45,26,2,7,41,7,12,6,6,0,961,7,14,Matches
408,Richie Laryea,ca CAN,DFMF,Toronto FC,29,1995,10.0,357,304,52,13,2,1,10,39,0,0,0,0,288,1,15,Matches
409,Ariel Lassiter,cr CRC,DFMF,Chicago Fire,29,1994,4.9,285,249,36,2,0,3,27,32,2,1,0,0,225,0,4,Matches
410,Ariel Lassiter,cr CRC,DFMF,CF Montréal,29,1994,17.7,655,601,54,7,2,4,62,32,15,4,6,0,526,0,17,Matches
411,Randall Leal,cr CRC,MF,Nashville SC,27,1997,0.5,29,26,3,2,0,0,2,1,0,0,0,0,22,0,1,Matches
412,Tim Leibold,de GER,DF,Sporting KC,30,1993,24.5,1630,1387,239,35,3,5,54,204,0,0,0,0,1337,4,35,Matches
413,Brooks Lennon,us USA,DFMF,Atlanta Utd,26,1997,32.8,1856,1499,352,35,0,19,256,249,68,9,57,0,1453,5,41,Matches
414,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,0.5,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,Matches
415,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,8.4,216,203,10,0,2,3,12,9,0,0,0,0,164,3,12,Matches
416,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,2.5,180,154,26,14,1,5,17,1,11,5,6,0,144,0,2,Matches
417,Nick Lima,us USA,DF,NE Revolution,29,1994,20.2,996,820,171,9,1,6,59,162,0,0,0,0,782,5,17,Matches
418,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,3.4,269,216,52,5,0,0,13,47,0,0,0,0,206,1,5,Matches
419,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,20.7,1185,1061,120,38,5,4,94,2,61,27,25,0,1023,4,16,Matches
420,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33.0,1098,815,281,58,0,1,0,0,0,0,0,0,784,2,0,Matches
421,Saba Lobzhanidze,ge GEO,FWMF,Atlanta Utd,29,1994,27.3,769,712,53,2,1,1,112,16,35,11,15,0,532,4,36,Matches
422,Robin Lod,fi FIN,MFFW,Minnesota Utd,30,1993,26.5,1130,1046,79,11,18,8,54,15,26,24,1,0,900,5,26,Matches
423,Nicolás Lodeiro,uy URU,MFFW,Orlando City,34,1989,19.0,1568,1422,140,35,13,4,104,16,79,27,27,0,1287,6,39,Matches
424,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,3.8,205,200,5,2,1,1,5,3,0,0,0,0,166,0,4,Matches
425,Aaron Long,us USA,DF,LAFC,31,1992,26.4,1393,1345,46,30,0,4,1,6,0,0,0,0,1249,2,8,Matches
Rk
426,Kevin Long,ie IRL,DF,Toronto FC,33,1990,23.5,1250,1201,42,32,1,20,0,7,0,0,0,0,1067,7,3,Matches
427,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,24.7,1484,1420,60,26,4,26,48,14,15,8,6,0,1272,4,19,Matches
428,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
429,Hernán López Muñoz,ar ARG,MFFW,SJ Earthquakes,23,2000,20.2,666,601,61,37,4,9,50,7,7,3,2,0,458,4,14,Matches
430,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1.0,24,17,6,0,0,0,0,0,0,0,0,0,17,1,0,Matches
432,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,25.2,1418,1173,239,38,2,9,73,178,23,19,2,0,1082,6,14,Matches
433,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,10.7,489,473,15,14,0,8,2,1,0,0,0,0,379,1,4,Matches
434,Eduard Löwen,de GER,MF,St. Louis,27,1997,20.6,1360,1202,154,84,12,15,118,7,60,23,27,1,1014,4,29,Matches
435,Diego Luna,us USA,FW,Real Salt Lake,20,2003,24.5,1118,1002,108,26,5,10,53,6,48,21,11,0,905,8,24,Matches
436,Benjamin Lundt,de GER,GK,St. Louis,28,1995,2.7,84,49,35,10,0,0,0,0,0,0,0,0,58,0,0,Matches
437,Jack Lynn,us USA,FWMF,Orlando City,24,2000,2.8,67,65,2,0,0,0,4,1,0,0,0,0,45,0,1,Matches
438,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,0.5,41,38,3,2,0,0,0,0,0,0,0,0,37,0,1,Matches
439,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,5.2,231,224,6,6,0,0,1,0,0,0,0,0,190,1,2,Matches
440,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23.0,952,745,203,54,0,1,0,0,0,0,0,0,751,4,0,Matches
441,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,4.6,278,245,33,16,0,4,2,17,0,0,0,0,235,0,5,Matches
442,Talles Magno,br BRA,FWMF,NYCFC,21,2002,0.8,30,29,1,0,2,0,1,1,0,0,0,0,21,0,0,Matches
443,Jack Maher,us USA,DF,Nashville SC,24,1999,27.0,1499,1445,53,36,0,20,3,11,0,0,0,0,1326,1,3,Matches
444,Cassius Mailula,za RSA,MFDF,Toronto FC,22,2001,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
445,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32.0,1807,1713,91,68,0,56,5,3,0,0,0,0,1543,3,6,Matches
446,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,17.2,299,265,32,0,3,0,5,0,0,0,0,0,193,2,16,Matches
447,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,5.0,172,168,4,0,0,2,15,3,1,1,0,0,126,0,8,Matches
448,Paul Marie,fr FRA,DFFW,SJ Earthquakes,28,1995,17.1,776,661,115,6,3,2,33,109,0,0,0,0,605,0,19,Matches
449,Anthony Markanich,ph PHI,MFDF,Minnesota Utd,24,1999,0.7,34,30,4,0,1,0,1,4,0,0,0,0,27,0,0,Matches
450,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,14.6,689,552,137,11,0,1,20,126,0,0,0,0,494,0,17,Matches
Rk
451,Idan Markovich,il ISR,FW,Charlotte,19,2004,0.2,7,5,2,0,0,0,0,2,0,0,0,0,6,0,0,Matches
452,Marlon,br BRA,DF,LAFC,28,1995,1.4,85,82,3,1,0,0,0,1,0,0,0,0,79,0,1,Matches
453,Jahkeele Marshall-Rutty,ca CAN,DFMF,Toronto FC,19,2004,11.5,484,415,68,1,0,4,37,66,1,0,0,0,392,1,12,Matches
454,Jahkeele Marshall-Rutty,ca CAN,DFMF,CF Montréal,19,2004,7.2,408,373,34,5,0,1,30,29,0,0,0,0,349,1,8,Matches
455,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,16.5,281,269,12,0,1,0,4,2,0,0,0,0,217,0,7,Matches
456,David Martínez,ve VEN,FWMF,LAFC,17,2006,5.1,194,186,7,0,3,6,14,1,6,6,0,0,152,1,9,Matches
457,Josef Martínez,ve VEN,FWMF,CF Montréal,30,1993,15.3,308,276,31,0,1,2,0,0,0,0,0,0,258,1,2,Matches
458,Luís Martins,pt POR,DFMF,Vancouver W'caps,31,1992,8.6,490,434,52,11,0,2,30,41,0,0,0,0,389,4,9,Matches
459,Thiago Martins,br BRA,DF,NYCFC,28,1995,31.0,2020,1946,67,64,3,16,1,3,0,0,0,0,1803,7,11,Matches
460,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,16.0,843,803,38,15,1,3,24,7,15,6,3,0,750,2,11,Matches
461,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4.0,162,141,21,10,0,0,0,0,0,0,0,0,133,0,0,Matches
462,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34.0,1566,1504,60,32,0,3,3,4,0,0,0,0,1371,2,6,Matches
463,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,12.3,526,425,101,10,1,1,26,91,0,0,0,0,413,0,14,Matches
464,John McCarthy,us USA,GK,LA Galaxy,31,1992,32.0,935,643,291,64,0,0,0,0,0,0,0,0,658,1,2,Matches
465,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,10.2,593,574,18,15,0,5,4,3,0,0,0,0,502,1,11,Matches
466,Christian McFarlane,eng ENG,DFMF,NYCFC,17,2007,4.0,154,122,31,1,0,0,8,30,0,0,0,0,124,1,5,Matches
467,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,25.7,1725,1626,93,47,4,40,76,29,17,9,5,1,1454,6,26,Matches
468,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,9.5,599,552,46,23,0,8,1,5,0,0,0,0,506,1,3,Matches
469,Duncan McGuire,us USA,FW,Orlando City,22,2001,17.8,329,311,17,0,1,2,10,0,0,0,0,0,233,1,9,Matches
470,Thomas McNamara,us USA,FWMF,NE Revolution,32,1991,2.3,90,87,3,1,3,0,4,2,0,0,0,0,72,0,2,Matches
471,Brendan McSorley,us USA,FW,St. Louis,21,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
472,Christopher McVey,se SWE,DF,D.C. United,26,1997,23.8,1056,1005,47,16,1,7,4,31,0,0,0,0,855,4,11,Matches
473,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7.0,185,128,57,13,0,0,0,0,0,0,0,0,116,0,0,Matches
474,Tim Melia,us USA,GK,Sporting KC,37,1986,28.0,871,586,285,92,0,1,0,1,0,0,0,0,571,0,0,Matches
475,Jonathan Mensah,gh GHA,DFFW,NE Revolution,33,1990,3.0,149,144,5,3,0,0,0,1,0,0,0,0,132,0,0,Matches
Rk
476,Loïc Mesanvi,tg TOG,FWMF,Minnesota Utd,20,2003,0.7,15,14,0,0,0,0,0,0,0,0,0,0,9,1,1,Matches
477,Lionel Messi,ar ARG,FWMF,Inter Miami,36,1987,16.5,874,789,69,26,18,6,29,3,39,13,5,2,674,16,28,Matches
478,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,15.7,1016,970,40,39,0,3,1,1,0,0,0,0,868,6,3,Matches
479,Micael,br BRA,DF,Houston Dynamo,23,2000,30.8,2223,2094,123,26,1,11,1,2,0,0,0,0,2001,6,9,Matches
480,Benji Michel,us USA,FWMF,Real Salt Lake,26,1997,0.4,14,13,1,0,0,0,3,0,0,0,0,0,9,0,1,Matches
481,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2.0,70,50,20,1,0,0,0,0,0,0,0,0,65,0,0,Matches
482,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,27.5,1262,986,269,87,4,10,202,26,126,44,70,0,961,7,15,Matches
483,Jovan Mijatović,rs SRB,FWMF,NYCFC,18,2005,3.0,59,52,7,0,0,0,0,2,0,0,0,0,39,0,3,Matches
484,Eric Miller,us USA,DF,Portland Timbers,31,1993,11.2,545,448,97,10,0,3,5,87,0,0,0,0,435,0,8,Matches
485,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,21.8,1260,1181,79,33,0,8,2,35,0,0,0,0,1072,0,7,Matches
486,Peyton Miller,us USA,DF,NE Revolution,16,2007,7.6,346,304,42,3,0,2,21,39,0,0,0,0,268,0,8,Matches
487,Tyler Miller,us USA,GK,D.C. United,30,1993,5.0,202,133,69,26,0,0,0,0,0,0,0,0,91,0,1,Matches
488,Georgi Minoungou,ci CIV,FW,Seattle Sounders,21,2002,4.1,121,120,1,0,0,0,13,1,0,0,0,0,85,0,5,Matches
489,Aleksei Miranchuk,ru RUS,MFFW,Atlanta Utd,28,1995,8.3,352,318,34,3,3,3,36,2,28,4,21,0,265,0,7,Matches
490,Roald Mitchell,us USA,FW,NY Red Bulls,21,2003,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
491,Shakur Mohammed,gh GHA,MFFW,Orlando City,20,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
492,Shaq Moore,us USA,DF,Nashville SC,27,1996,18.6,990,845,143,17,1,2,61,126,0,0,0,0,801,2,22,Matches
493,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,21.0,385,338,44,2,1,0,6,0,0,0,0,0,276,3,15,Matches
494,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,7.2,368,357,10,9,1,2,3,1,0,0,0,0,302,1,8,Matches
495,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,2.7,160,159,1,1,0,0,0,0,0,0,0,0,141,0,1,Matches
496,Maximiliano Moralez,ar ARG,MFFW,NYCFC,36,1987,10.0,675,623,48,16,6,2,34,9,13,6,2,1,527,4,13,Matches
497,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,23.4,1721,1603,114,54,4,9,23,59,1,0,0,0,1541,4,23,Matches
498,Junior Moreno,ve VEN,MFFW,Houston Dynamo,30,1993,0.2,12,11,1,1,0,0,0,0,0,0,0,0,9,0,0,Matches
499,Santiago Moreno,co COL,FWMF,Portland Timbers,23,2000,27.1,1240,1181,50,12,10,14,79,19,18,1,14,0,951,9,48,Matches
500,Lewis Morgan,sct SCO,FWMF,NY Red Bulls,27,1996,26.8,734,665,62,1,5,3,65,11,10,5,4,0,517,7,21,Matches
Rk
501,Aidan Morris,us USA,MF,Columbus Crew,22,2001,14.2,1223,1154,66,44,1,9,7,21,1,1,0,0,1127,3,14,Matches
502,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,31.0,658,632,23,2,3,1,25,5,0,0,0,0,493,3,18,Matches
503,Edwin Mosquera,co COL,FWMF,Atlanta Utd,22,2001,7.0,272,264,6,0,0,3,32,4,2,1,0,0,186,2,16,Matches
504,Jean Mota,br BRA,MF,Inter Miami,30,1993,0.3,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1,Matches
505,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
506,Chris Mueller,us USA,FWMF,Chicago Fire,27,1996,15.0,599,571,26,6,0,7,56,13,7,2,5,0,458,2,20,Matches
507,Hany Mukhtar,de GER,MFFW,Nashville SC,28,1995,30.5,1349,1097,245,59,13,7,198,3,119,59,52,2,1004,7,38,Matches
508,Luis Müller,de GER,FWMF,LAFC,22,2001,0.1,9,8,1,0,0,0,1,1,0,0,0,0,7,0,2,Matches
509,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,12.4,609,588,20,5,0,0,0,15,0,0,0,0,492,1,5,Matches
510,Luis Muriel,co COL,FWMF,Orlando City,32,1991,17.6,715,675,36,3,19,6,19,7,7,3,1,0,561,4,14,Matches
511,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,25.4,1744,1662,77,49,1,1,3,28,0,0,0,0,1509,5,28,Matches
512,Jacob Murrell,us USA,FWMF,D.C. United,19,2004,9.8,169,163,6,0,0,1,9,2,0,0,0,0,113,0,5,Matches
513,Petar Musa,hr CRO,FW,FC Dallas,25,1998,25.5,601,551,42,2,8,11,16,3,0,0,0,0,403,8,16,Matches
514,Daniel Musovski,us USA,FWMF,Seattle Sounders,28,1995,5.7,128,118,10,1,1,0,1,2,0,0,0,0,95,0,1,Matches
515,Alex Muyl,us USA,FWDF,Nashville SC,28,1995,25.6,889,802,84,9,4,4,32,74,1,1,0,0,679,3,31,Matches
516,Tristan Muyumba,,MF,Atlanta Utd,26,1997,23.5,1200,1162,37,25,4,11,4,9,0,0,0,0,1062,1,26,Matches
517,Darlington Nagbe,us USA,MF,Columbus Crew,33,1990,26.1,1513,1481,31,30,1,1,2,1,0,0,0,0,1449,1,16,Matches
518,Federico Navarro,ar ARG,MF,Chicago Fire,23,2000,7.5,351,343,8,8,0,3,0,0,0,0,0,0,303,0,2,Matches
519,Rafael Navarro,br BRA,FW,Colorado Rapids,23,2000,30.8,695,665,29,4,1,1,14,1,0,0,0,0,495,1,26,Matches
520,Logan Ndenbe,be BEL,DF,Sporting KC,23,2000,2.7,211,159,47,8,0,2,13,39,0,0,0,0,169,5,5,Matches
521,Jalen Neal,us USA,DF,LA Galaxy,20,2003,15.4,1093,1076,17,14,0,1,0,2,0,0,0,0,1035,0,6,Matches
522,Dylan Nealis,us USA,DF,NY Red Bulls,25,1998,25.9,1399,1112,285,44,3,15,33,240,0,0,0,0,1053,2,33,Matches
523,Sean Nealis,us USA,DF,NY Red Bulls,27,1997,24.8,1303,1268,35,29,0,4,0,3,0,0,0,0,1140,0,4,Matches
524,Franco Negri,ar ARG,DF,Inter Miami,28,1995,8.8,466,401,65,8,1,1,20,57,0,0,0,0,374,0,11,Matches
525,John Nelson,us USA,DF,LA Galaxy,25,1998,13.0,729,657,72,7,1,1,11,65,0,0,0,0,627,0,5,Matches
Rk
526,Jake Nerwinski,us USA,DF,St. Louis,29,1994,6.2,357,311,46,3,0,0,6,43,0,0,0,0,291,0,4,Matches
527,Serge Ngoma,us USA,MFFW,NY Red Bulls,18,2005,1.3,50,47,2,0,0,1,5,2,0,0,0,0,33,1,5,Matches
528,Joakim Nilsson,se SWE,DF,St. Louis,29,1994,13.5,639,605,34,25,0,5,0,3,0,0,0,0,535,0,3,Matches
529,Nolan Norris,us USA,MF,FC Dallas,18,2005,2.2,102,96,6,5,0,2,1,1,0,0,0,0,89,0,2,Matches
530,Tsiki Ntsabeleng,za RSA,MFFW,FC Dallas,25,1998,12.1,526,512,13,3,5,1,9,8,0,0,0,0,437,1,11,Matches
531,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,27,1996,27.3,1396,1366,26,26,0,11,4,0,0,0,0,0,1194,4,30,Matches
532,Moses Nyeman,us USA,MF,Minnesota Utd,20,2003,1.5,48,48,0,0,0,0,1,0,0,0,0,0,38,0,1,Matches
533,Lewis O'Brien,eng ENG,MF,LAFC,25,1998,8.7,405,397,8,7,0,0,5,0,1,0,0,0,348,0,9,Matches
534,Aidan O'Connor,us USA,DF,NY Red Bulls,22,2001,0.2,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
535,Rory O'Driscoll,us USA,FWMF,Minnesota Utd,23,2000,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
536,Shane O'Neill,us USA,DF,Toronto FC,30,1993,12.6,589,534,55,20,0,6,6,35,0,0,0,0,469,0,8,Matches
537,Kevin O'Toole,us USA,DF,NYCFC,25,1998,26.6,1439,1184,251,27,0,1,55,222,2,1,0,0,1189,4,39,Matches
538,Jáder Obrian,co COL,FWMF,Austin,28,1995,25.0,671,649,18,3,3,2,49,10,0,0,0,0,473,4,37,Matches
539,Édier Ocampo,co COL,DFFW,Vancouver W'caps,20,2003,2.0,58,57,1,0,0,1,10,1,0,0,0,0,43,0,4,Matches
540,Agustin Ojeda,ar ARG,FW,NYCFC,19,2004,10.3,412,402,8,2,2,1,19,1,5,3,2,0,340,2,10,Matches
541,Braian Ojeda,py PAR,MF,Real Salt Lake,23,2000,29.9,1785,1744,36,32,3,32,11,3,1,0,1,0,1592,5,17,Matches
542,Martín Ojeda,ar ARG,MFFW,Orlando City,25,1998,21.2,1058,882,166,47,1,25,197,2,95,34,45,1,781,10,33,Matches
543,Cristian Olivera,uy URU,FWMF,LAFC,21,2002,19.0,426,405,18,1,0,1,68,17,0,0,0,0,292,3,26,Matches
544,Christopher Olney,us USA,MF,Philadelphia Union,17,2006,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
545,Tani Oluwaseyi,ca CAN,FWMF,Minnesota Utd,23,2000,12.0,190,180,9,0,2,1,3,1,0,0,0,0,108,1,9,Matches
546,Wyatt Omsberg,us USA,DF,Chicago Fire,28,1995,9.3,659,637,21,16,0,5,0,3,0,0,0,0,560,1,2,Matches
547,Kwadwo Opoku,gh GHA,MFFW,CF Montréal,22,2001,5.8,171,168,2,0,0,0,5,0,2,0,2,0,144,1,4,Matches
548,Nathan Ordaz,sv SLV,FWMF,LAFC,20,2004,4.2,101,93,6,1,0,0,3,1,1,0,0,0,79,2,2,Matches
549,Luca Orellano,ar ARG,DFFW,FC Cincinnati,23,2000,29.4,1466,1199,257,33,10,10,143,182,41,26,6,0,1104,10,53,Matches
550,Prince Osei Owusu,de GER,FW,Toronto FC,27,1997,20.4,375,338,35,0,0,1,5,4,0,0,0,0,262,2,10,Matches
Rk
551,Jonathan Osorio,ca CAN,MFFW,Toronto FC,31,1992,20.6,914,840,70,21,2,2,20,25,14,7,0,0,798,4,20,Matches
552,Tomáš Ostrák,cz CZE,MF,St. Louis,23,2000,7.7,333,332,1,1,0,0,4,0,0,0,0,0,285,0,6,Matches
553,Javier Otero,ve VEN,GK,Orlando City,21,2002,0.7,21,13,8,3,0,0,0,0,0,0,0,0,15,0,0,Matches
554,Bryan Oviedo,cr CRC,DF,Real Salt Lake,33,1990,7.1,445,395,49,10,0,1,21,27,12,10,0,0,387,1,6,Matches
555,Devin Padelford,us USA,DF,Minnesota Utd,21,2003,17.7,771,606,162,15,0,2,23,147,0,0,0,0,535,3,13,Matches
556,Maarten Paes,id IDN,GK,FC Dallas,25,1998,30.0,1019,737,280,71,0,3,0,1,0,0,0,0,800,2,1,Matches
557,Joseph Paintsil,gh GHA,FW,LA Galaxy,25,1998,25.5,879,807,68,18,2,3,65,16,29,15,3,0,698,4,33,Matches
558,Nelson Palacio,co COL,MF,Real Salt Lake,22,2001,8.3,547,541,6,6,0,23,4,0,0,0,0,0,490,0,5,Matches
559,Sergi Palencia,es ESP,DFMF,LAFC,27,1996,25.4,1432,1184,247,33,0,8,65,214,0,0,0,0,1142,1,38,Matches
560,Jack Panayotou,us USA,FWMF,NE Revolution,19,2004,2.9,106,101,4,1,0,0,8,2,1,0,1,0,82,1,2,Matches
561,Elliot Panicco,us USA,GK,Nashville SC,27,1996,4.8,141,99,41,10,0,0,0,0,0,0,0,0,88,1,2,Matches
562,James Pantemis,ca CAN,GK,Portland Timbers,26,1997,14.5,547,395,148,54,0,1,0,0,0,0,0,0,384,4,0,Matches
563,Cristhian Paredes,py PAR,MF,Portland Timbers,25,1998,15.0,660,645,11,6,0,5,9,5,0,0,0,0,531,4,14,Matches
564,Isaiah Parente,us USA,MF,LA Galaxy,23,2000,0.5,53,51,2,0,0,2,2,0,2,0,2,0,49,0,0,Matches
565,Tim Parker,us USA,DF,NE Revolution,30,1993,4.4,283,277,6,2,0,3,0,1,0,0,0,0,259,0,0,Matches
566,Tim Parker,us USA,DF,St. Louis,30,1993,19.9,908,847,60,48,1,6,1,3,0,0,0,0,777,1,2,Matches
567,Keaton Parks,us USA,MF,NYCFC,26,1997,27.8,1531,1490,31,21,5,3,10,8,1,0,0,0,1316,10,22,Matches
568,Jamie Paterson,eng ENG,FWMF,Charlotte,32,1991,0.5,23,22,1,0,0,0,2,0,0,0,0,0,16,0,1,Matches
569,João Paulo Mior,br BRA,MF,Seattle Sounders,32,1991,14.2,1148,1064,81,52,4,10,47,5,22,1,20,0,982,3,7,Matches
570,Tom Pearce,eng ENG,DF,CF Montréal,25,1998,2.8,149,129,20,4,0,0,28,7,9,4,4,0,109,0,2,Matches
571,João Pedro,br BRA,DF,Charlotte,20,2003,5.1,315,250,64,6,0,1,19,48,10,8,1,0,232,1,11,Matches
572,Amahl Pellegrino,no NOR,FW,SJ Earthquakes,33,1990,19.2,436,426,8,1,2,0,11,5,2,0,1,0,318,2,19,Matches
573,Matti Peltola,fi FIN,MFDF,D.C. United,21,2002,24.6,946,912,34,20,1,6,4,12,1,0,0,0,781,0,10,Matches
574,Andrés Perea,us USA,MF,NYCFC,23,2000,13.4,568,556,10,6,1,2,9,3,0,0,0,0,456,2,15,Matches
575,Daniel Pereira,ve VEN,MF,Austin,23,2000,22.6,1116,1031,77,39,3,10,38,5,24,7,13,0,982,8,12,Matches
Rk
576,Joaquín Pereyra,ar ARG,MFFW,Minnesota Utd,25,1998,4.5,196,180,14,3,2,1,22,2,8,3,5,0,142,2,5,Matches
577,Jonathan Perez,mx MEX,MFFW,Nashville SC,21,2003,2.6,70,67,2,1,0,2,8,0,1,0,0,0,57,1,4,Matches
578,Jonathan Perez,mx MEX,FWMF,LA Galaxy,21,2003,1.5,65,56,9,0,0,1,9,0,9,4,2,0,57,0,2,Matches
579,Nikola Petković,rs SRB,MF,Charlotte,20,2003,5.6,164,154,10,1,1,0,10,5,0,0,0,0,118,0,7,Matches
580,Luca Petrasso,ca CAN,MFFW,Orlando City,23,2000,0.3,11,11,0,0,0,0,3,0,0,0,0,0,9,0,0,Matches
581,Raoul Petretta,it ITA,DF,Toronto FC,26,1997,21.1,1135,1030,103,31,0,5,15,71,1,1,0,0,999,2,14,Matches
582,Fafà Picault,ht HAI,FWMF,Vancouver W'caps,32,1991,18.6,562,538,21,1,2,3,49,7,0,0,0,0,431,3,14,Matches
583,Kayden Pierre,us USA,DF,Sporting KC,20,2003,5.0,255,207,47,4,0,0,8,43,0,0,0,0,211,1,10,Matches
